TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
simulation.SimKeyboard,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,1612,0.3,5,1,1,1625054,1457803946598,0.05128205128205128,111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.011904761904761904,000000000001000000000000000000000000000000000000000000000000000000000000000000000000,1.0,1,0,0,1,1,0.17993079584775087,1111111111111111111110111111111110011111011111111110111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.0,000,0.5,10,0.0,00,0.011904761904761904,000000000010000000000000000000000000000000000000000000000000000000000000000000000000
