TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
atm.transaction.Transaction,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,364,0.3,3,11,52,514182,1457814575201,0.2345679012345679,111111111100000011100000000000001111100000000000000000000000000000000000000000001,0.2682926829268293,11100000000001001010101010100000000000100,1.0,11111,0,0,5,1,0.37168141592920356,11111111111111111111000000000000000000001111100000000000000000000000000000000011111111111100100000000000000001111,0.13793103448275862,10111000000000000000000000000,1.0,111111,0.3333333333333333,110000,0.2682926829268293,11100000000001110001110000100000000000100
